,vector,sentiment
10,"[-0.13192950561642647, 0.11059856647625566, 0.678415983915329, 0.12883519940078259, 0.0014725589426234365, -0.032782817841507494, -0.017181370232719928, 0.06651911628432572, 0.06270171352662146, -0.10416055470705032, 0.05761311715468764, 0.12191236531361938, -0.022083066287450492, 0.019455336150713265, 0.11468946374952793, -0.2458406826481223, -0.21047361567616463, -0.11245028441771865, 0.09533938160166144, -0.04410092416219413, -0.4031031783670187, 0.00922740448731929, -0.08874604059383273, -0.1590802101418376, -0.12870245054364204, 0.14799962751567364, -0.10867987852543592, -0.1881563412025571, 0.2576706279069185, -0.04371799901127815, -0.22239392064511776, -0.22821357939392328, -0.013325043822987936, -0.019968600012362003, 0.1426219353452325, 0.03960819519124925, 0.0005330776766641065, -0.15015911776572466, 0.06198869785293937, 0.18163928110152483, 0.09023813996464014, -0.10979698086157441, 0.1767653590068221, 0.19844420161098242, -0.4118648041039705, -0.07805571286007762, -0.17985055781900883, 0.07710787188261747, 0.18780259788036346, 0.14852269738912582, -0.04855369194410741, -0.30117543414235115, 0.03743552998639643, -0.033712158212438226, 0.04564095311798155, 0.1603344138711691, 0.09314615139737725, 0.24250577110797167, 0.2337017608806491, -0.08371763536706567, -0.09901759028434753, -0.2537283804267645, 0.10695378202944994, 0.0976117979735136, 0.2622232586145401, -0.1724413176998496, 0.16806707624346018, 0.1075471336953342, 0.25580047350376844, 0.11652374221011996, 0.026530134491622448, -0.2733115628361702, -0.02125081780832261, 0.1031587878242135, -0.32317299395799637, 0.18380518909543753, 0.26546592731028795, 0.021838882472366095, 0.02660466486122459, -0.13453401159495115, 0.34801024571061134, 0.055690489243716, 0.02389630558900535, 0.03472594846971333, -0.007954198867082596, 0.147965126670897, 0.16635813377797604, 0.16049323417246342, -0.15290652308613062, -0.0505565102212131, -0.35024923644959927, -0.15872373897582293, -0.08528448035940528, -0.05292327329516411, -0.3748396597802639, 0.1610382618382573, 0.3087088353931904, -0.18942702934145927, 0.3072332479059696, 0.29502561315894127]",0
11,"[-0.13687075227499007, 0.11374728605151177, 0.7001225754618645, 0.1336144208908081, -0.00023174134621513077, -0.03543171798810363, -0.01798816127702594, 0.06898934002965688, 0.06497034877538681, -0.10668698772788048, 0.06107857208698988, 0.1252491742372513, -0.0230649346485734, 0.0199439630843699, 0.11775422990322112, -0.25490094944834707, -0.21790615543723107, -0.11744128987193107, 0.09890668988227844, -0.045078950189054015, -0.4172837182879448, 0.008614907949231565, -0.09224627260118723, -0.1652252372354269, -0.13391364514827728, 0.15351880379021168, -0.11173386834561824, -0.1933590993285179, 0.26759087294340134, -0.046732856333255766, -0.23016063123941422, -0.2371036194264889, -0.014245651569217444, -0.021342771872878075, 0.14806007444858552, 0.039728852827101944, 0.0011536448582774028, -0.15598716139793395, 0.0633427120745182, 0.18875350765883922, 0.09435163531452417, -0.11152803711593151, 0.18184359595179558, 0.20449275225400926, -0.42606752663850783, -0.07984139658510685, -0.18486625216901303, 0.07908293008804321, 0.19360316023230553, 0.15384776070713996, -0.05060111377388239, -0.31053833439946177, 0.0389530697837472, -0.034706258401274684, 0.046794284507632254, 0.1671016938984394, 0.0976276870816946, 0.2514424674212933, 0.2422907270491123, -0.08642698843032122, -0.10362034663558006, -0.2625265561044216, 0.10946098193526269, 0.10011685825884342, 0.269639228284359, -0.17787297815084457, 0.17451585382223128, 0.11084959991276264, 0.2658500410616398, 0.11982675828039646, 0.029043425153940917, -0.28199867680668833, -0.020880430517718197, 0.10679302215576172, -0.33467378839850426, 0.18901042379438876, 0.2740613132715225, 0.023266098415479063, 0.02830135403200984, -0.13901400230824948, 0.3605236388742924, 0.058567341417074203, 0.0242483782581985, 0.03772054435685277, -0.008400809811428189, 0.152017729729414, 0.17177813239395617, 0.16704110577702522, -0.1589899703860283, -0.05299171656370163, -0.3621171474456787, -0.16558159403502942, -0.08864438887685537, -0.05516974441707134, -0.38767134845256807, 0.16784801818430423, 0.31838625073432925, -0.19665564745664596, 0.31803013458848, 0.30509967654943465]",0
12,"[-0.10616005674907655, 0.08849863211313884, 0.5464819543289415, 0.10376531286447337, 2.8101614919829775e-05, -0.02797080072658983, -0.014587173132564534, 0.053538395345888355, 0.049808221205956106, -0.08398006534711881, 0.04675526626295212, 0.09849950710706638, -0.01753212535528071, 0.01594033252066848, 0.09212874186535676, -0.1983672778940562, -0.17002226796114084, -0.09076135899081375, 0.07769356255955769, -0.03613618930632418, -0.3255442137067968, 0.00716768992556767, -0.07186488282274116, -0.12962013031497147, -0.1043846717838085, 0.12012694369662892, -0.08713063851676205, -0.14989113615769328, 0.2086160799319094, -0.036167733032595024, -0.17948898650480039, -0.1850581761788238, -0.01104440298425316, -0.01684335723632213, 0.1155841149615519, 0.03210073331314506, 0.0009686583979408059, -0.12203128681038365, 0.04998027448627082, 0.14676653085784477, 0.07298580771594336, -0.08754878333120635, 0.1409795753883593, 0.1597483197622227, -0.33209525568015646, -0.06254177009969046, -0.14407728087495675, 0.06220497083709096, 0.1511715953097199, 0.12019271606748755, -0.038725752383470535, -0.24238681386817584, 0.029582967417258205, -0.026263602660037577, 0.03605060912950924, 0.13024197575269322, 0.07615883512930437, 0.19635054570707408, 0.18886501771031003, -0.06846994836109155, -0.0797818833115426, -0.20485688429890256, 0.08590890613920761, 0.07785266409204765, 0.21063818658391634, -0.13832453107743553, 0.13595553239186606, 0.08701793025388863, 0.2063949586767139, 0.09431268065942056, 0.022373649813799246, -0.21923300262653467, -0.016689815849531442, 0.08343043463361083, -0.2603937823212508, 0.14763767994714505, 0.213080200056235, 0.017998977418756112, 0.021675962898315804, -0.10899668119170448, 0.28090238413124374, 0.045630588506658874, 0.018794671967484508, 0.028875148999786965, -0.005457759228937159, 0.11815503233987273, 0.13333805328743023, 0.13033186429829308, -0.12480539805961377, -0.04194077073285977, -0.28211783674178703, -0.12838874418627133, -0.06884515683420679, -0.04335807046542565, -0.30129767931772, 0.1303766303215966, 0.24849089472131294, -0.15285591227990208, 0.2473257500113863, 0.23845981106613623]",0
13,"[-0.12676556804217398, 0.10521915083518252, 0.6509155810344964, 0.12402102438500151, 3.991062999375572e-05, -0.033714599907398224, -0.01678441280091647, 0.06386528015718795, 0.06023974233539775, -0.09962356649339199, 0.056452945980709046, 0.11688822921132669, -0.020688142296421574, 0.018572709588625003, 0.10990690637845546, -0.236307239276357, -0.20215947169344872, -0.10817592596868053, 0.09234639740316197, -0.041964583506342024, -0.3875462089199573, 0.008150060223670152, -0.08597047079820186, -0.1533516130875796, -0.12352564180037007, 0.14304124703630805, -0.10397333250148222, -0.1790600074455142, 0.2481672188732773, -0.04394017034792341, -0.21280346857383847, -0.21880856854841113, -0.013554219098296016, -0.019919675502023892, 0.13813379424391314, 0.03787151844881009, 0.0005775162169641135, -0.14448044629534706, 0.05904756463132799, 0.17495375400176272, 0.08785848185652867, -0.10384236130630597, 0.1690111116040498, 0.19010628119576722, -0.3960548003669828, -0.07544269494246691, -0.1709538233699277, 0.07344978291075677, 0.17921178875258192, 0.14290778583381325, -0.04617864525062032, -0.28819214226678014, 0.03483778974623419, -0.03200981802365277, 0.04291726925293915, 0.1542791161336936, 0.0909299609484151, 0.2321463633561507, 0.22438350261654705, -0.0823245866340585, -0.09472621904569678, -0.24329454556573182, 0.10242541966727003, 0.09278174996143207, 0.25132210133597255, -0.16584057896398008, 0.16114701848709956, 0.1030650251195766, 0.24555966327898204, 0.11080263770418242, 0.02688739137374796, -0.2614561695372686, -0.019139347576128785, 0.09919117548270151, -0.30975247162859887, 0.17570209281984717, 0.2531531414715573, 0.02144154775305651, 0.026598086566082202, -0.12908987316768616, 0.33489883434958756, 0.054099327127914876, 0.023074477518093772, 0.03492373051994946, -0.007199047890026122, 0.14021972607588395, 0.1599731157766655, 0.15515493939165026, -0.14831834199139848, -0.049689368897816166, -0.33650685334578156, -0.1536495031323284, -0.08219247875967994, -0.05061066948110238, -0.3595376652665436, 0.15346398815745488, 0.2960255885263905, -0.18199698766693473, 0.29431692778598517, 0.2829754950944334]",0
14,"[-0.09793373942375183, 0.0812799708917737, 0.5018398806452751, 0.09571248069405555, 0.0002659525605849922, -0.024954245053231718, -0.012484346562996507, 0.04975572396069765, 0.045850109122693536, -0.07662628646939992, 0.04438415393233299, 0.08936232049018145, -0.016430411115288736, 0.014044411666691303, 0.08459483180195093, -0.18285646587610244, -0.1560068041086197, -0.08357302751392126, 0.07089832443743944, -0.032317934557795525, -0.2988229885697365, 0.007173141394741833, -0.06626824606209994, -0.11930041462182998, -0.09526661895215512, 0.10919926911592484, -0.08028298728168011, -0.13935255631804466, 0.19121931716799737, -0.034837111551314595, -0.16477673649787902, -0.16890608929097653, -0.009425662466674112, -0.015268341079354287, 0.10621951557695866, 0.03007515911012888, -0.00015418523803418794, -0.11149992905557156, 0.04626310020685196, 0.13464127145707608, 0.06732383016496897, -0.08046927358955144, 0.12967098392546178, 0.1471409171819687, -0.30473059937357905, -0.057539386302232744, -0.1323379311710596, 0.05674083661288023, 0.138835683837533, 0.11047593466937541, -0.03509288188070059, -0.2218808762729168, 0.02588016502559185, -0.024292559269815682, 0.032726092357188465, 0.11873905435204506, 0.07035799976438284, 0.17917202562093734, 0.17341056168079377, -0.06253684237599373, -0.07323663141578436, -0.18761323094367982, 0.0785985130816698, 0.0719990162178874, 0.19348674938082694, -0.1269120056182146, 0.12469681315124034, 0.0801469998434186, 0.1900085411965847, 0.08534326814115048, 0.021455415058881044, -0.20162420049309732, -0.014779279148206115, 0.07594534698873759, -0.23863393291831017, 0.13559201993048192, 0.19509287998080255, 0.015341463638469577, 0.019525204645469786, -0.1001298613846302, 0.25794083476066587, 0.04154927069321275, 0.016870933235622942, 0.027068613190203906, -0.006242139800451696, 0.10831902883946895, 0.12336024381220341, 0.1196305774152279, -0.1137881975620985, -0.03829598184674978, -0.2587891913950443, -0.11837679706513882, -0.0629051174968481, -0.039366275817155835, -0.27692986875772474, 0.1192640133202076, 0.22923193126916885, -0.14033064655959607, 0.22676305696368218, 0.21758577600121498]",2
15,"[-0.12284473387094644, 0.10237141569646505, 0.6308596455133878, 0.12048345403029369, 8.453663618778452e-05, -0.0320247497337942, -0.015819306986836288, 0.062395887449383736, 0.05873312822614725, -0.09699402520289788, 0.0549051149103504, 0.1129543620806474, -0.020763383999180336, 0.018013888629726492, 0.10647648272032921, -0.22956899639505607, -0.19606389965002352, -0.10568577108474878, 0.089425771855391, -0.040938649111642286, -0.3759877114341809, 0.00813725209221817, -0.08316910553437012, -0.148734715122443, -0.12052197711398968, 0.13741995193637335, -0.09989673300431325, -0.17363986401603773, 0.24025179245151007, -0.04269092501356052, -0.20655868059167495, -0.21315214267143837, -0.013148806093690487, -0.018493008978951436, 0.1334863780782773, 0.036033961814470016, 0.0009991470970607435, -0.13995009746689063, 0.0571747670093408, 0.1692906838770096, 0.08433815048864254, -0.10064039221749856, 0.163445191601148, 0.18374728640684715, -0.38346692747794664, -0.07217833729317555, -0.16649470335015884, 0.07074619156236832, 0.17382657413299268, 0.13890241602292427, -0.044845122270859204, -0.2794494548669228, 0.03423503299172108, -0.030912177458118934, 0.04124981623429518, 0.14991110362685645, 0.0883869813898435, 0.22648471507888573, 0.21825025173333976, -0.07904649267976101, -0.09389301489752072, -0.2353327924815508, 0.09956473627915749, 0.09010733004945976, 0.24315457246624506, -0.16052531365018624, 0.15669647002449402, 0.10059731195752437, 0.2382636437049279, 0.10796076188293788, 0.026299244366013087, -0.2540815140192325, -0.01865353267818976, 0.09560813267643635, -0.3010290775161523, 0.17002721732625595, 0.2460684392314691, 0.020029294913491376, 0.024739524600310966, -0.12505243346095085, 0.32526119683797544, 0.05235220413081921, 0.022136898568043344, 0.03357195897171131, -0.007197916263136834, 0.13574344177658743, 0.1544442130969121, 0.14950706551854426, -0.14316308011229223, -0.0465850352954406, -0.3260614103995837, -0.14913161098957062, -0.07943885042690314, -0.049505505280999035, -0.3486718529692063, 0.15015011137494674, 0.286918485393891, -0.17653791119272894, 0.2848291202233388, 0.27428164505041563]",0
16,"[-0.11372764315456152, 0.09411797684151679, 0.585118173311154, 0.11173477943520993, 0.0002189319251707881, -0.02986181960053121, -0.014579116153375557, 0.05735979949046547, 0.05357710695049415, -0.08969925941588978, 0.051721877612484, 0.10473197240692873, -0.01854532622382976, 0.016468980645489257, 0.09846289766331513, -0.21220843136931458, -0.1818369613805165, -0.09764964071412881, 0.08266122394707054, -0.03780003931994239, -0.34789180553828675, 0.008309799537528306, -0.0765986272211497, -0.13767343976845345, -0.11138900237468381, 0.12777475240485123, -0.09343494102358818, -0.16121446325754127, 0.22347118022541204, -0.03846002428326756, -0.1913064473774284, -0.1975839415875574, -0.011411860553683558, -0.017487504742651556, 0.12315512654216339, 0.0345612628152594, 0.0007793887489242479, -0.13022290243922421, 0.053730660739044346, 0.15651567513123155, 0.07845366133066516, -0.09250212468517323, 0.15075468900613487, 0.17131171515211463, -0.3554502508292596, -0.06750376309112956, -0.15404196425030628, 0.066388081254748, 0.16069956387703618, 0.12798375822603703, -0.04163763068694001, -0.2585837839481731, 0.031548630046017934, -0.02855826110195873, 0.03834774832163627, 0.13875637839858732, 0.08055543689988554, 0.20913299118789533, 0.2016511074422548, -0.07343142553387831, -0.08567260686929028, -0.21867973683401942, 0.09169883482779066, 0.083969689013126, 0.22586812917143106, -0.14899013936519623, 0.14409904500159124, 0.09270786074921489, 0.22112429436917105, 0.09881228130931656, 0.02430825813886865, -0.23422445372367898, -0.017313477330996346, 0.08912906690966338, -0.27831043597931665, 0.15732933627441525, 0.2277226160901288, 0.018516058509703726, 0.02322200594547515, -0.11641867637323837, 0.30029048475747305, 0.0482851417909842, 0.020899925206322223, 0.03173464184995586, -0.006869974713481497, 0.12650590708168843, 0.14333477763769528, 0.13936350083289048, -0.13307971643128744, -0.044041553842059024, -0.30096854486813146, -0.1386649893441548, -0.07408125597673158, -0.04658292645278076, -0.3228806843981147, 0.13829898104692498, 0.26606295568247634, -0.16381341063727936, 0.2640184566068153, 0.2546704891137779]",0
17,"[-0.10723334569483996, 0.09036159589886665, 0.5569600187242031, 0.10632912833243609, -0.00031574453787470703, -0.02731669000349939, -0.014853860693983733, 0.05593152614310384, 0.051398752722889185, -0.08624019026756287, 0.0475329973269254, 0.10050090719014407, -0.01847837024834007, 0.01647105475421995, 0.0944298094138503, -0.20108492709696293, -0.1730009026825428, -0.09282343275845051, 0.07788031371310353, -0.03587508797645569, -0.33088311105966567, 0.007891245954670011, -0.07306481748819352, -0.13191901184618474, -0.105917190015316, 0.12108406815677882, -0.08877465557307004, -0.15343347154557704, 0.21234459951519966, -0.03726990851573646, -0.18152916058897972, -0.18753899969160556, -0.011312409536913037, -0.016656571393832566, 0.11703712902963162, 0.03254756480455399, 9.134433639701456e-06, -0.12385249603539705, 0.05100751598365605, 0.1489860713481903, 0.073618208989501, -0.08826043233275413, 0.14265784341841936, 0.16251334827393293, -0.3388745479285717, -0.06374987596645951, -0.1462089315056801, 0.06323451874777675, 0.15369695667177438, 0.1226643530651927, -0.03991981940343976, -0.24682400971651078, 0.03022209049668163, -0.02650516291614622, 0.036077983258292076, 0.13285242058336735, 0.07758807465434074, 0.19946725592017173, 0.19169123508036137, -0.06963306870311499, -0.08176591796800495, -0.20845472402870655, 0.08794438764452935, 0.07986749596893787, 0.21449211426079273, -0.14142558500170707, 0.138190995529294, 0.08869768604636193, 0.2104472305625677, 0.09496550783514976, 0.023334322869777678, -0.2234151393175125, -0.016954563884064557, 0.08519905600696802, -0.26483672969043254, 0.14989890865981578, 0.21541889421641827, 0.018131328251911327, 0.022865242324769497, -0.11048729307949542, 0.28632377833127975, 0.046765348967164756, 0.019611432473175226, 0.029450711188837887, -0.006359125726157799, 0.12025967482477426, 0.1354987954720855, 0.13303132578730584, -0.12715478520840406, -0.04229134619235993, -0.2866985388100147, -0.13144066631793977, -0.06976606417447329, -0.0438557249493897, -0.3076650619506836, 0.1315955739468336, 0.2539875041693449, -0.15510079711675645, 0.25288513153791425, 0.24183028601109982]",2
18,"[-0.12608439661562443, 0.10526400897651911, 0.6482680924236774, 0.12372813746333122, 6.86934836267028e-05, -0.03335532732307911, -0.016314285690896213, 0.0643904353491962, 0.05987604148685932, -0.09852324984967709, 0.056825111620128155, 0.11641258001327515, -0.020829078392125666, 0.019135720329359174, 0.10812750970944762, -0.23500271327793598, -0.20179068762809038, -0.10696554183959961, 0.09220011252909899, -0.04160166415385902, -0.38567871786653996, 0.009318492724560201, -0.08523823833093047, -0.1532204346731305, -0.12340799905359745, 0.14119282271713018, -0.10348977381363511, -0.17929597198963165, 0.24730423465371132, -0.04269232414662838, -0.2119143083691597, -0.21932128723710775, -0.01275415695272386, -0.01944533793721348, 0.13811936974525452, 0.03808597009629011, 0.0005797286103188526, -0.14340160600841045, 0.058563081780448556, 0.17356354650110006, 0.08698950055986643, -0.10324935661628842, 0.1684894012287259, 0.18894485104829073, -0.3940199054777622, -0.07524448679760098, -0.1712139816954732, 0.07400045869871974, 0.17917239479720592, 0.14242136850953102, -0.046902310801669955, -0.2863939628005028, 0.034555078484117985, -0.032320765778422356, 0.043137998320162296, 0.15269433334469795, 0.0901125487871468, 0.23189466167241335, 0.22429165989160538, -0.0802736901678145, -0.0943307620473206, -0.24253877811133862, 0.10157943004742265, 0.09254411980509758, 0.2495945207774639, -0.16449734289199114, 0.16036001965403557, 0.1023219577036798, 0.2456671167165041, 0.11051391717046499, 0.026491318247281015, -0.25991840474307537, -0.018825472448952496, 0.0985457175411284, -0.30820595659315586, 0.17436724249273539, 0.2533330172300339, 0.020814372459426522, 0.02687064278870821, -0.1293015219271183, 0.3331343475729227, 0.05328679131343961, 0.021853687474504113, 0.03338137920945883, -0.007757247367408127, 0.1405580947175622, 0.15848145633935928, 0.15348261129111052, -0.14773924462497234, -0.04910039878450334, -0.33520190976560116, -0.15306452009826899, -0.08184752706438303, -0.049973662942647934, -0.35700497031211853, 0.1536573711782694, 0.2948931008577347, -0.18024328909814358, 0.2935461178421974, 0.2830784525722265]",0
19,"[-0.15662197321653365, 0.13082257360219957, 0.8061034560203553, 0.15373475402593612, -0.000606166195939295, -0.03924646656960249, -0.019649863988161088, 0.07972444184124469, 0.07476338185369968, -0.1235702782869339, 0.07013746537268162, 0.14400716945528985, -0.02479536971077323, 0.022542119957506657, 0.13477287366986274, -0.29368544518947604, -0.25019107908010485, -0.13415676429867746, 0.11470618471503258, -0.05167431086301803, -0.4804499387741089, 0.010436704382300377, -0.1056686632335186, -0.1913299761712551, -0.15174174979329108, 0.17662149369716645, -0.12726271227002145, -0.22214501053094865, 0.30793501138687135, -0.05273925587534904, -0.2630831941962242, -0.2730617135763168, -0.016352792736142874, -0.025205491669476034, 0.1707206130027771, 0.047324230521917345, 0.001506751385750249, -0.17948114350438119, 0.07315561585128308, 0.21571454554796218, 0.10782833732664585, -0.1262385904788971, 0.20902914702892303, 0.2372179314494133, -0.48907268047332764, -0.09062456451356411, -0.21333049982786179, 0.09129347391426564, 0.22314898669719696, 0.17558382153511048, -0.05622421838343143, -0.35634121745824815, 0.04432697724550962, -0.03992940373718738, 0.05197214465588331, 0.19268123731017112, 0.11101614758372307, 0.2894588991999626, 0.2778005450963974, -0.10068738535046577, -0.11687072813510894, -0.30171401500701905, 0.1252679258584976, 0.11491765454411507, 0.3102736696600914, -0.20487428307533265, 0.1991225078701973, 0.1277389794588089, 0.30393987745046613, 0.1374515786767006, 0.03295250348746777, -0.3241162940859795, -0.025335274543613194, 0.12401806935667992, -0.38440620005130766, 0.21698736250400544, 0.31188650578260424, 0.02623162418603897, 0.03148417957127094, -0.16078232750296592, 0.414824353158474, 0.06597529351711273, 0.0287850446999073, 0.04182209633290768, -0.008809520723298192, 0.17476530894637107, 0.1970021478831768, 0.1921568274497986, -0.18386886715888978, -0.0611403800547123, -0.41540478765964506, -0.19032725766301156, -0.10137870721518993, -0.06392003893852234, -0.4439612299203873, 0.19179377481341361, 0.36718693375587463, -0.22548608779907225, 0.3650715187191963, 0.35076781213283537]",0
20,"[-0.1418268634006381, 0.11923810318112374, 0.728210523724556, 0.13903447166085242, 0.00013505975002772174, -0.03782144961878657, -0.018154947354923935, 0.07103733085095883, 0.06761785103008151, -0.11092772111296653, 0.06312905941158534, 0.12888012062758208, -0.022398989857174458, 0.019575455319136383, 0.12115281727164984, -0.263511598482728, -0.22574541680514812, -0.12110151387751103, 0.10360839311033487, -0.04709101831540465, -0.43146283105015754, 0.00930468172300607, -0.09632436893880367, -0.1704160138964653, -0.1366310691460967, 0.15854252092540264, -0.11624324917793274, -0.20107447914779186, 0.2767791371792555, -0.04794380823150277, -0.2385265041142702, -0.24627953246235848, -0.01410883778007701, -0.02187550163362175, 0.15482814386487007, 0.04292180151678622, 0.001465034668217413, -0.1613609205931425, 0.06690726513043047, 0.19464203678071498, 0.09821537286043167, -0.11575719173997641, 0.18798565454781055, 0.213278204575181, -0.4425349451601505, -0.08320882907137275, -0.19129285998642445, 0.08218416497111321, 0.20039800442755223, 0.15895245857536794, -0.052071954030543564, -0.32272289842367174, 0.03924232935532927, -0.036336681060492995, 0.04750170651823282, 0.17354386262595653, 0.10064571034163236, 0.2604020819067955, 0.2502870846539736, -0.09063941966742277, -0.10774160251021385, -0.27213908918201923, 0.11546483617275953, 0.10469799060374499, 0.2806783262640238, -0.18557274490594863, 0.17987916693091394, 0.11500727031379938, 0.27653758861124517, 0.12320286333560944, 0.029382527332927566, -0.29254450239241125, -0.021871178736910225, 0.11108851991593838, -0.34633739814162257, 0.19693355932831763, 0.28309951536357403, 0.02293783274362795, 0.030240728799253703, -0.14608231708407401, 0.37364976704120634, 0.061405911669135095, 0.025039053848013283, 0.03820184525102377, -0.007876475492957979, 0.1564007656648755, 0.17822353839874266, 0.17345151603221892, -0.16602515615522861, -0.054873707704246044, -0.37531449273228645, -0.17128917016088963, -0.09218153357505798, -0.05764696607366204, -0.4023111402988434, 0.172544177621603, 0.33214250281453134, -0.20317993462085723, 0.32747233137488363, 0.3177077047526836]",0
