,text,vector,sentiment
405,"['rework', 'user', 'left', 'why', '2019', 'most', 'anticipated', 'ipos', 'have', 'stumbled']","[7.369633603841066, -78.42262327671051, -80.30660781264305, -3.3744447343051434]",1
406,"['issue', 'take', 'rework', 'tacky', 'office', 'actually', 'ikeadesigned', 'bring', 'date', 'inaccurate', 'ikea', 'stereotype', 'hot', 'mess']","[-9.094018118456006, -150.5158171057701, -126.08818084001541, -16.425719317048788]",1
407,"['rework', 'look', 'sell', 'spin', 'acquisition', 'include', 'firm', 'conductor']","[-3.7906395383179188, -83.70685632526875, -71.56490391492844, -5.479910079389811]",2
408,"['bloomberg', 'rework', 'currently', 'half-dozen', 'pending', 'deal', 'london', 'landlord', 'await', 'clarity', 'the', 'large', 'space', 'peterborough', 'court', 'current', 'london', 'headquarters', 'goldman', 'sachs']","[-12.997069610282779, -223.78100687265396, -193.7012436389923, -15.651361357420683]",2
409,"['we', 'would', 'add', 'ego', 'the', 'enemy', 'list', 'it', 'one', 'important', 'book', 'it', 'could', 'save', 'many', 'others']","[-2.9176482185721397, -129.6078541278839, -111.92817968130112, -11.529815506190062]",2
410,"['why', 'rework', 'disaster', 'is', 'a', 'good', 'thing']","[-2.1713864393532276, -50.55675318837166, -50.24066638946533, -9.839409552514553]",3
411,"['its', 'money']","[-0.7687967643141747, -16.537543281912804, -14.189365148544312, -1.0883295573294163]",2
412,"['postbank', 'founder', 'call', 'judgment', 'really', 'bad', '4', 'b', 'rework', 'loss']","[0.875997943803668, -80.42493306100368, -76.58079898357391, -5.368222575634718]",1
413,"['5', 'year', 'work', 'market', 'much', 'great', 'today', 'rework', 'dominant', 'leader', 'virtue', 'astonishingly', 'inept', 'management', 'huge', 'miss', 'part', 'notice', 'neumann', 'ran', 'company', 'via', 'fire', 'festival', 'playback']","[-11.650151627138257, -256.39927841722965, -213.86172723770142, -8.758241973817348]",1
414,"['contrarily', 'take', 'we', 'rework', '5', 'commercial', 'space', 'nec', 'home', 'market', 'whats', 'say', 'number', 'wont', '10', 'period', 'time']","[-2.839642411097884, -133.36879327893257, -132.73438212275505, -16.56767276674509]",3
415,"['rework', 'failure', 'postbank', 'day', 'of', 'reckoning']","[-2.9919259157031775, -54.51021566987038, -52.154132425785065, -11.50243329629302]",1
416,"['rework', 'po', 'backpaddling', 'leaves', 'israel', 'two', 'largest', 'banks', 'risk']","[-3.0483440347015858, -78.53675971925259, -76.74821293354034, -10.442911520600319]",2
417,"['heading', 'city', 'cannabis', 'business', 'networking', 'rework', 'chicago', 'what', 'tonight']","[-9.221261819824576, -97.98761649429798, -87.96824008226395, -2.61568895727396]",2
418,"['rework', 'moment', 'truth', 'approaches', 'as', 'board', 'deliberate', 'postbank', 'morgan', 'financing', 'deals']","[-9.015211189165711, -118.20287625491619, -104.01146292686462, -8.865205436944962]",2
419,"['yeah', 'i', 'definitely', 'miss', 'little', 'runway', 'left', 'even', 'afford', 'fire', 'people', 'risk', 'factor', 's1']","[0.6614118851721287, -122.58834049105644, -106.95686212182045, -6.054650459438562]",1
420,"['provide', 'superior', 'focus', 'longterm', 'result', 'close', 'door', 'horse', 'bolt']","[-2.63008576259017, -86.15056826174259, -76.7048944234848, -14.272678628563881]",2
421,"['reworks', 'survive', 'investor', 'employee', 'sue', 'adam', 'fraud', 'get', 'clawback', '700']","[5.1151549480855465, -84.12670259177685, -84.0890309214592, -6.405320253223181]",1
422,"['how', 'evaluate', 'read', 'book']","[-1.724776765331626, -31.930436551570892, -30.898308217525482, -8.37523778155446]",2
423,"['well', 'put']","[-1.1831303015351295, -11.370474085211754, -13.68763679265976, -1.5139056332409382]",2
424,"['the', 'real', 'reason', 'fail', 'rework', 'po']","[-2.832696571946144, -43.546526461839676, -43.56092149019241, -12.185273315757513]",1
425,"['postbank', 'say', 'invest', '18', '5', 'billion', 'rework', 'gdp', 'bolivia', 'good', 'luck']","[8.32231555506587, -85.15786156058311, -80.5899278819561, -2.122935950756073]",2
426,"['i', 'imagine', 'tech', 'billionaire', 'internal', 'dialog', 'become', 'billionaire', 'bozo', 'fuck', 'yeah', 'gonna', 'get', 'sole', 'go', 'space', 'ucc', 'fuck', 'yeah', 'gonna', 'kill', 'goat', 'caesar', 'bang', 'jack', 'even', 'happen', 'i', 'clearly', 'insane', 'rework', 'douche', 'hold', 'minute', 'i', 'idiot']","[-7.208127588033676, -344.48590046167374, -279.14597594738007, -9.961409006267786]",1
427,"['our', 'host', 'cure', 'back', 'weekly', 'economic', 'update', 'another', 'rollick', 'edition']","[-6.036844704300165, -97.71836331486702, -85.16196501255035, -14.759159784764051]",2
428,"['me', 'able', 'walk', 'water', 'fountain', 'guy', 'use', 'sit', 'office', 'front', 'always', 'hit', 'get', 'new', 'job', 'left', 'rework']","[-5.8269092962145805, -129.25472004711628, -123.30288422107697, -13.727736122906208]",2
429,"['awaiting', 'layoffs', 'rework', 'employees', 'say', 'founder', 'payout', 'graft']","[-3.0475852843374014, -83.38272365927696, -72.90014266967773, -10.501962509006262]",1
430,"['rework', 'confirms', '8', 'billion', 'lifeline', 'postbank', 'group', 'name', 'new', 'executive', 'chairman']","[-5.669363170862198, -110.54735697805882, -99.04738718271255, -3.3707157894968987]",2
431,"['back', 'hustle', 'rework', 'long', 'island', 'city', 'ny']","[-1.358532203361392, -57.297456189990044, -52.71625477075577, -3.793892703950405]",2
432,"['2', 'the', 'second', 'shoe', 'still', 'hold', 'unicorn', 'bubble', 'vulnerable', 'macrolevel', 'return', 'traditional', 'level', 'interest', 'rate', 'credit', 'spread', 'doing', 'capitalism', 'p', '34']","[-3.5228218771517277, -211.5684800595045, -179.92292702198029, 1.0576946139335632]",2
433,"['rework', 'add', 'woman', 'previously', 'all-male', 'board', 'ahead', 'po']","[-2.424940064549446, -73.21961390972137, -66.80062574148178, -9.652350474148989]",2
434,"['this', 'get', 'interest', 'rework', 'run', 'so', 'crazy', 'model', 'operation', 'go', 'work']","[-5.127653619274497, -86.61392821371555, -84.13934689760208, -20.16827829927206]",1
435,"['user', '30', 'since', 'po', 'left', '40', 'since', 'po', 'rework', 'urge', 'shelve', 'po', 'maybe', 'outlook', 'unicorn', 'haemorrhage', 'capital', 'hot']","[5.778391420841217, -145.59151600301266, -135.73812943696976, -17.004709359258413]",1
436,"['hilarious', 'analysis', 'debacle', 'market', 'efficiency', 'point', 'view', 'how', 'do', 'you', 'like', 'we', 'now']","[-4.806286778301001, -117.78118900954723, -104.35707527399063, -8.722756765782833]",1
437,"['maybe', 'lose', 'much', 'rework', 'investment', ""they've"", 'resort', 'use', 'high', 'school', 'design', 'intern', 'save', 'cash']","[-4.669122872874141, -131.0915149450302, -115.46317356824875, -8.67445768788457]",1
438,"['sure', 'understand', 'mean', 'can', 'dm', 'u', 'information', 'wed', 'like', 'look', 'thanks', 'eb']","[-5.236155413091183, -105.32633373141289, -90.44805926084518, -7.714491311460733]",2
439,"['rework', 'withdraws', 's1', 'filing', 'delay', 'po']","[0.3200990669429302, -42.296189814805984, -47.52556559443474, -6.231359649449587]",2
440,"['rework', 'co-founder', 'adam', 'neumann', 'start', 'talk', 'board', 'director', 'investor', 'discus', 'future', 'role', 'us', 'officesharing', 'startup', 'include', 'possibility', 'give', 'title', 'chief', 'executive']","[-13.383659835904837, -236.75558795034885, -195.3548505306244, -10.209431499242783]",2
441,"['pda', 'rework', 'particularly', 'bold', 'move', 'consider', 'cannon', 'even', 'pick', 'nose', 'without', 'someone', 'see']","[-8.418293686583638, -124.91387145221233, -110.4451824426651, -13.646052613854408]",2
442,"['how', 'postbank', 'rework', 'played', 'silicon', 'valley', 'wall', 'street']","[-2.642748637124896, -70.16005949676037, -68.958740234375, -8.23269560560584]",2
443,"['18', 'ibm', 'love']","[5.073085322976112, -14.395368292927742, -17.266689091920853, 1.4899848327040672]",2
444,"['now', 'postbank', 'has', 'decide', 'whether', 'write', 'down', 'its', 'rework', 'stake', 'bloomberg', 'via']","[-8.255633169785142, -94.10515961050987, -98.83099162578583, -17.493179988116026]",2
445,"['rework', 'reportedly', 'unlikely', 'go', 'public', 'year', 'thousand', 'layoff', 'could', 'come', 'rework', 'announce', 'tuesday', 'co-founder', 'adam', 'neumann', 'step']","[-9.509510163217783, -181.65634009242058, -152.96597397327423, -18.372171998023987]",1
446,"['postbank', 'seek', 'control', 'rework', 'financing', 'package', 'source']","[-6.80485225468874, -72.38651891052723, -67.41117024421692, -12.262121669948101]",2
447,"['i', 'wish', 'i', 'kind', 'sale', 'person', 'could', 'scam', 'people', 'billion', 'tell', 'year', 'profitable', 'like', 'others', 'people', 'invest', 'i', 'give', 'real', 'number', 'i', 'dude', 'invest']","[-1.5767139568924904, -210.15925519168377, -177.6002053618431, -6.505834508687258]",1
448,"['here', 'best', 'how', 'retire', '40', 'ive', 'ever', 'read', 'via']","[1.7592897806316614, -57.38713027536869, -60.85715502500534, -9.444583252072334]",2
449,"['rework', 'bail-out', 'deal', 'may', 'emerge', 'soon', 'next', 'week', 'ft', 'says']","[-2.951719908043742, -79.7793810814619, -74.77989304065704, -13.19209809973836]",2
450,"['exclusive', 'rework', 'press', 'po', 'launch', 'despite', 'valuation', 'concern', 'source', 'rework', 'owner', 'the', 'we', 'company', 'plan', 'proceed', 'investor', 'roadshow', 'initial', 'public', 'offering', 'po', 'early', 'next', 'week', 'braving', 'concern']","[-20.60527046956122, -260.2072180509567, -237.47633922100067, -26.599373385310173]",2
451,"['rework', 'halt', 'new', 'lease', 'agreement', 'stem', 'loss', 'via']","[-4.673839561641216, -65.77931091189384, -62.6620991230011, -8.853019144386053]",2
452,"['the', 'rework', 'saga', 'continue']","[-4.449424780905247, -35.1711166203022, -33.76649433374405, -7.694657798856497]",2
453,"['this', 'fascinate', 'rework', 'strategy', 'start-ups']","[-5.978042609989643, -55.00473991036415, -50.906613767147064, -6.549668654799461]",2
454,"['rework', 'india', 'fight', 'new', 'fund', 'talk', 'local', 'lender', 'collapse']","[-3.485196651890874, -79.9134898930788, -72.67452621459961, -5.913163349032402]",2
455,"['the', 'top', 'cloud', 'stories', 'week', 'blue', 'apron', 'pm', 'justin', 'kan', 'rework', 'sinfield']","[-4.432118754833937, -98.47150674462318, -91.82904332876205, -13.700753185898066]",2
456,"['the', 'karbala', 'cabal', 'rework', 'founder', 'neumann', 'integrated', 'jewish', 'mysticism', 'into', 'business', 'zero', 'hedge']","[-9.24512050487101, -136.0064962953329, -119.05190372467041, -6.9124855399131775]",1
457,"['financial', 'daily', 'dose', '10', '14', '2019', 'top', 'story', 'rework', 'board', 'weighing', 'bail-out', 'options', 'postbank', 'morgan']","[20.789404479786754, -121.86859045922756, -121.36154100298882, 0.18363381922245026]",2
458,"['rework', 'plans', 'shed', 'one-third', 'technology', 'employees', 'via']","[-2.9190721698105335, -72.78332409262657, -64.97814851999283, -9.346660427749157]",2
459,"['breaking', 'rework', 'could', 'chop', 'valuation', 'half', '20', 'billion', 'amid', 'uncertainty', 'business', 'ceo', 'might', 'delay', 'po']","[3.367881638929248, -146.75255446135998, -124.59774053096771, 0.9385226219892502]",1
460,"['the', 'company', 'seem', 'mess', 'i', 'think', 'remain', 'play', 'postbank', 'value', 'real', 'estate', 'rework', 'own', 'the', 'business', 'model', 'shit', 'thats', 'corporate', 'banking', 'term', 'absolute', 'fuck', 'rubbish']","[-9.893467044457793, -231.46648463606834, -203.2688125371933, -14.464999802410603]",1
461,"['postbank', 'group', 'profit', 'plunge', 'owe', 'rework', 'turmoil']","[-3.6187818944454193, -60.96113930642605, -61.07485616207123, -13.86355896294117]",2
462,"['senior', 'sales', 'manager', 'medium', 'large', 'business', 'seoul', 'korea', 'republic', 'rework', 'rework']","[-6.967136776074767, -106.8015746474266, -98.79500550031662, -17.124851286411285]",2
463,"['i', 'feel', 'like', 'find', 'rework', 'actually', 'office', 'rent']","[-2.2653798442333937, -67.67918248474598, -60.773104190826416, -7.708543907850981]",1
464,"['high', 'his', 'own', 'supply', 'rework', 'ceo', 'reportedly', 'wants', 'be', 'president', 'world']","[-6.302103484049439, -86.07942622900009, -89.26443666219711, -15.330276504158974]",1
465,"['casebook', 'raise', '2', '2', 'billion', 'prep', 'goole', 'raise', '130', 'prep', 'bay', '6', '9', 'million', 'rework', 'raise', '14', 'billion', 'far', 'bigscale', 'money', 'laundering']","[20.6784263048321, -169.93406955897808, -162.0789543390274, -2.0029854811728]",1
466,"['rework', 'india', 'raise', '200', 'expansion']","[6.991745578125119, -38.619018882513046, -42.12530320882797, -1.9343298003077507]",3
467,"['appal', 'it', 'support', 'surgeon', 'cybercity', 'we', 'wait', '45', 'minute', 'someone', 'help', 'luck', 'sad']","[-2.2297321539372206, -111.39664620161057, -100.69708800315857, -5.948574006557465]",1
468,"['the', 'demise', 'rework']","[-2.9718190487474203, -21.503233522176743, -24.49362999200821, -8.597732029855251]",1
469,"['postbank', 'offer', 'take', 'majority', 'stake', 'rework']","[-2.889959864318371, -52.49431176483631, -52.87790560722351, -16.19233774766326]",2
470,"['rework', 'head', 'bankruptcy', 'reorganization']","[-5.504164492711425, -47.12541191279888, -45.43178290128708, -10.319190736860037]",1
471,"['lot', 'go', 'rework', 'guy', 'bio', 'tell', 'detail', 'think']","[1.1398907843977213, -59.98810516297817, -55.079495668411255, -8.57922813668847]",2
472,"['wow', 'rework', 'acquisition', 'meet', 'founder', 'one', 'cash', 'deal', 'conductor', 'nec', 'base']","[-10.393792564049363, -101.1094109416008, -92.342005610466, -12.549807570874691]",2
473,[],"[-0.24414794892072678, -0.7523792237043381, -1.8131031394004822, -1.7852350026369095]",2
474,"['wow', 'put', 'charge', 'previously', 'ceo', 'drove', 'ground', 'clearly', 'masayoshi', 'son', 'like', 'lose', 'horse', 'keep', 'invest', 'people', 'think', 'fail', 'fail', 'keep', 'burning', 'capital']","[-3.549613583832979, -205.79557843506336, -176.823166847229, -17.52746533229947]",1
475,"['new', 'story', 'business', 'time', 'rework', 'excel', 'faces', 'pregnancy', 'discrimination', 'complaint']","[-10.165980635210872, -112.87649023532867, -97.7843496799469, -1.3913792558014393]",1
476,"['disney', 'ceo', 'discus', 'role', 'business', 'effect', 'social', 'change', 'rework', 'shelf', 'po', 'surprising', 'leak', 'thomas', 'cook', 'memo', 'catch', 'late', 'news', 'link', 'tune']","[-8.40323145315051, -194.8904791623354, -168.42752027511597, -14.378996565937996]",2
477,"['i', 'follow', 'since', 's1', 'release', 'get', 'momentum', 'impeachment', 'it', 'get', 'bad', 'bad', 'now', 'rework', 'po', 'pull', 'employee', 'go', 'start', 'suffer', 'much', 'need', 'restructuring']","[-7.376688526943326, -200.95562574267387, -179.29478320479393, -13.349540263414383]",2
478,"['yea', 'thats', 'coco', 'doing', 'way', 'rework', 'actually', 'sustainable']","[-4.393003148958087, -79.83175325393677, -68.56683492660522, -5.380264390259981]",2
479,"['some', 'rework', 'board', 'members', 'seek', 'remove', 'adam', 'neumann', 'ceo', 'is', 'adam', 'stuck', 'rock', 'hard', 'place', 'he', 'sure']","[-8.346122466027737, -140.7864048331976, -127.47704988718033, -21.94918331503868]",1
480,"['here', 'alex', 'skill', 'add', 'appeal', 'family', 'member', 'age']","[0.5641271285712719, -70.7741488814354, -59.645306408405304, -2.035785283893347]",2
481,"['excited', 'craig', 'hansen', 'world', 'resources', 'institute', 'soweto', 'rework', 'event', 'dig', 'put']","[-10.706110568717122, -105.50377115607262, -97.61884373426437, -14.025227643549442]",2
482,"['meet', 'users', 'revolt', 'against', '2', 'event', 'fee', 'and', 'blame', 'rework']","[-2.645536420866847, -80.95823448896408, -75.37439984083176, -8.051615614444017]",2
483,"['new', 'best', 'story', 'hacker', 'news', 'rework', 'parent', 'pull', 'po', 'follow', 'pushback', 'source']","[-7.422884337604046, -91.57000660896301, -96.61568403244019, -19.34079571440816]",1
484,"['rework', 'considers', 'rescue', 'plans', 'from', 'postbank', 'morgan', 'ny', 'times', 'technology']","[-5.988095318898559, -99.45562516152859, -89.61468815803528, -10.508155923336744]",2
485,"['rework', 'look', 'sell', 'spin', 'acquisition', 'include', 'firm', 'conductor']","[-3.7906395383179188, -83.70685632526875, -71.56490391492844, -5.479910079389811]",2
486,"['depends', 'what', 'strike', 'far']","[-3.704154748469591, -31.758668929338455, -32.68903452157974, -5.999873783439398]",2
487,"['office', 'the', 'rise', 'fall', 'rework']","[-2.0907051861286163, -37.34507021307945, -38.086700439453125, -9.01095586270094]",2
488,"['rework', 'pulls', 'out', 'po', 'amid', 'investor', 'concern']","[-4.179860984906554, -60.69605478644371, -56.109927117824554, -8.941517755389214]",2
489,"['reports', 'postbank', 'link', 'director', 'seek', 'ax', 'rework', 'ceo', 'the', 'asahi', 'shimbun', 'the', 'asahi', 'shimbun']","[-6.0414955001324415, -124.74311842024326, -113.10996568202972, -14.987390149384737]",2
490,"['rework', 'withdraw', 'public', 'offering', 'focus', 'its', 'business', 'model']","[-5.257323939353228, -74.79649636149406, -72.46328002214432, -5.562906462699175]",2
491,"['inform', 'u', '1', '600', 'phone', 'booth', 'across', 'location', 'gas', 'high', 'level', 'formaldehyde', 'close', 'remove']","[12.10769048705697, -118.34209121763706, -107.47681561112404, -5.363786641508341]",1
492,"['this', 'rework', 'thing', 'look', 'interest', 'whole', 'elizabeth', 'holmestheranos', 'debacle']","[-4.976402385160327, -93.26049484312534, -86.90143090486526, -12.506039775907993]",1
493,"['wow', 'go', 'goldman', 'ceo', 'dj', 'sol', 'rework', 'po', 'conflict', 'governance', 'solomon', 'concede', 'one', 'inch']","[-6.459146248176694, -119.70278719067574, -108.72563010454178, -14.644502650946379]",2
494,"['the', 'cycle', 'po', 'risk']","[-0.9116524159908295, -26.9498693048954, -26.275895535945892, -5.3058379255235195]",1
495,"['then', 'pay', 'rework', 'office', 'space', 'supposedly', 'need']","[-4.367873679846525, -63.79589518904686, -58.567702889442444, -10.06449257582426]",2
496,"['it', 'take', 'mba', 'figure', 'rework', 'fail', 'citation', 'business', 'insider']","[-4.728745428845286, -87.12515230476856, -74.90518897771835, -3.782453179359436]",1
497,"['live', 'look', 'rework', 'follow', 'delay', 'po']","[1.6440524253994226, -42.01950587332249, -43.46809655427933, -12.712965171784163]",2
498,"['rework', 'tech', 'company', 'go', 'coffee', 'shop', 'get', 'work']","[-3.9741026386618614, -57.56708712875843, -60.071073055267334, -17.39544965699315]",2
499,"['we', 'the', 'postneumann', 'era', 'begin', 'rework', 'halt', 'new', 'lease', 'agreement', 'property', 'owner', 'u', 's', 'officesharing', 'startup', 'loo']","[-13.561978571116924, -151.71006053686142, -141.43746930360794, -21.05612040311098]",2
500,"['here', 'everything', 'rework', 'is', 'selling', 'to', 'save', 'its', 'business', 'postneumann', 'at', 'greystone', 'you', 'invest', 'rest']","[-6.641219489276409, -145.84620362520218, -124.64710587263107, -8.177379861474037]",3
501,"['yep', 'kinda', 'insane']","[-1.8703936766833067, -28.427271157503128, -23.325038015842438, -0.9087323322892189]",2
502,"['the', 'millennial', 'urban', 'lifestyle', 'is', 'about', 'get', 'more', 'expensive', 'as', 'rework', 'crash', 'user', 'bleeds', 'cash', 'consumertech', 'gold', 'rush', 'may', 'come', 'end']","[-7.846068086102605, -196.726921916008, -168.41092365980148, -9.184620089828968]",2
503,"['today', '1', '2', '11am2pm', 'join', 'phase', 'two', '5792', 'w', 'jefferson', 'bleed', '90016']","[35.565584380179644, -58.31718708574772, -81.23628610372543, 5.7544071190059185]",2
504,"['run', 'druglords', 'vibe', 'braaaaahhhhhhhh', 'smoke', 'weeeeeeeed', 'cocaine', 'tequila', 'totally', 'sustainable', 'bro', 'hit', 'entire', 'director']","[-10.258019596338272, -163.27216431498528, -137.14650869369507, -12.225468713790178]",1
505,"['reworks', 'fault']","[-2.071588635444641, -14.890116542577744, -18.194791793823242, -6.3002487532794476]",1
506,"['leaked', 'email', 'reveal', 'rework', 'warn', 'potentially', 'dangerous', 'phone', 'booth', 'taint', 'formaldehyde', 'early', 'august', 'via']","[-5.8350498005747795, -150.48054932057858, -126.85449749231339, -13.6909712664783]",1
507,"['postbank', 'seeking', 'take', 'control', 'rework']","[-3.808015339076519, -45.28104431927204, -46.405099511146545, -13.297335147857666]",2
508,"['looks', 'like', 'everything', 'control', ""they've"", 'move', 'beyond', 'community', 'adjust', 'number', 'plain', 'hypothetical']","[-0.40295643731951714, -137.00714303553104, -111.9639043211937, -3.036285165697336]",1
509,"['meet', 'reworks', 'epic', 'cash', 'black', 'hole', '36', 'of', 'shanghai', 'locations', 'are', 'vacant']","[-3.030244678258896, -104.03543274104595, -93.79284834861755, -8.339716669172049]",1
510,"['digitalchamber', 'report', 'rework', 'co-founder', 'adam', 'neumann', 'may', 'unload', 'property', 'pay', 'giant', 'loan']","[-8.323304995894432, -132.41843420267105, -110.53292208909988, -9.372946958988905]",2
511,"['newsmakerwework', 'po', 'spell', 'rough', 'land', 'ceo', 'neumann']","[-6.468547051772475, -62.738965943455696, -62.41163569688797, -10.683755084872246]",2
512,"['christ', 'note', 'sunday', 'always', 'great', 'read']","[-4.482445564121008, -56.65460233390331, -49.49027764797211, -4.322769325226545]",2
513,"['remark', 'stock', 'what', 'happens', 'next', 'rework', 'cnn']","[-7.034588150680065, -53.14526754617691, -57.37985622882843, -12.700645565986633]",2
514,"['rework', 'user', 'left', 'netflix', 'bird', 'amazon', 'late-age', 'capitalism', 'moneylosing', 'predatory', 'pricing', 'aim', 'create', 'monopoly']","[-6.4239294193685055, -158.94656085968018, -131.62071734666824, -6.227877479046583]",2
515,"['rework', 'board', 'approves', 'postbank', 'takeover', 'w']","[-4.5333939250558615, -47.5943363904953, -53.59643220901489, -16.63877973333001]",2
516,"['we', 'must', 'drunk', 'the', 's1', 'bunk', 'we', 'raise', 'flung', 'gotta', 'halve', 'junk', 'rework', 'weighs', 'slashing', 'valuation', 'more', 'than', 'half']","[-1.7065256889909506, -154.37828089296818, -142.75981506705284, -10.903620883822441]",1
517,"['read', 'adam', 'neumann', 'step', 'need', 'make', 'sure', 'woman', 'room', 'day', 'one']","[-6.723682776093483, -95.17288294434547, -80.42842906713486, -10.070072054862976]",2
518,"['read', 'rework', 'never', 'really', 'work']","[-3.939133955165744, -33.5225740224123, -40.566844403743744, -15.418771728873253]",2
519,"['rework', 'expect', 'announce', 'major', 'layoff']","[-4.373283602297306, -48.95586088299751, -45.72119897603989, -9.062133982777596]",1
520,"['i', 'think', 'discourse', 'happen', 'month', 'ago', 'i', 'miss', 'ummmmmmmm', 'gwyneth', 'patrol', 'cousin', 'rework', 'ceo', 'wife']","[-6.329947693273425, -135.31341506540775, -119.39137333631516, -7.357918336987495]",2
521,"['why', '6', '2019', 'two', '2', 'site', 'already', 'one']","[13.76915762014687, -38.554084703326225, -49.63082501292229, -2.25374661013484]",2
522,"['in', 'today', 'missouri', 'minute', 'rework', 'lay', '4', '000', 'staff', 'gm', 'offer', '1', '5', 'billion', 'wentzville', 'investment', 'missouri', 'join', 'state', 'investigation', 'casebook']","[15.948341133072972, -191.7947082668543, -170.1927773654461, 6.209097974002361]",1
523,"['rework', 'could', 'turn', 'vision', 'fund', 'big', 'lemon']","[-2.172587100416422, -59.83469599485397, -53.760177969932556, -3.863501511514187]",3
524,"['ironic', 'guy', 'start', 'company', 'call', 'basically', 'end', 'i', 'get', 'mine']","[-2.2230890672653913, -94.36597974598408, -74.84982109069824, 4.91226739063859]",1
525,"['representatives', 'decline', 'comment', 'article']","[-7.704565746709704, -57.98800902068615, -48.07692110538483, -0.9247203581035137]",2
526,"['fail', 'ipos', 'could', 'cost']","[-0.1261370237916708, -34.99631129205227, -28.573528110980988, -1.2469178028404713]",1
527,"['rework', 'go', 'motion', 'speech']","[-2.8109401240944862, -30.84686067700386, -32.08424985408783, -10.254152249544859]",2
528,"['arts', 'and', 'crafts', 'top', 'story', 'rework', 'parent', 'adjusts', 'corporate', 'governance', 'ahead', 'nasdaq', 'po', 'w', 'see']","[-11.501054391264915, -133.11917719244957, -121.96634113788605, -19.685615427792072]",2
529,"['this', 'interview', 'rework', 'spicy', 'i', 'still', 'really', 'want', 'know', 'go', 'happen', 'meet']","[-5.495066225528717, -95.46564675867558, -92.78578841686249, -9.700529281049967]",2
530,[],"[-0.24414794892072678, -0.7523792237043381, -1.8131031394004822, -1.7852350026369095]",2
531,"['good', 'friend', 'kushner']","[-1.5472279973328114, -27.51416203379631, -25.498841524124146, -6.099924348294735]",2
532,"['we', 'go', 'use']","[-1.3310191631317139, -15.134959623217583, -17.004376471042633, -4.986602731049061]",2
533,"['weave', 'reach', 'peak', 'founder', 'ceo', 'how', 'reworks', 'adam', 'neumann', 'lose', 'job', 'disastrous', 'attempt', 'list', 'company', 'stock', 'market']","[-10.551252076402307, -157.46807296574116, -141.50021755695343, -20.88216096907854]",1
534,"['rework', 'troubled', 'share', 'office', 'space', 'company', 'accepted', 'takeover', 'offer', 'postbank', 'large', 'outside', 'shareholder']","[-9.942968934774399, -139.3374474644661, -125.16826689243317, -24.045051082968712]",2
535,"['rework', 'say', 'file', 'withdraw', 'po']","[-3.322227304801345, -32.687346786260605, -38.78712385892868, -10.204345792531967]",2
536,"['the', 'top', 'cloud', 'stories', 'week', 'blue', 'apron', 'pm', 'justin', 'kan', 'rework', 'sinfield']","[-4.432118754833937, -98.47150674462318, -91.82904332876205, -13.700753185898066]",2
537,"['guys', 'i', 'come', 'sick', 'idea', 'weworkinspired', 'erotic', 'thriller']","[-5.065976914018393, -73.67682518064976, -68.68542379140854, -10.556046072393656]",2
538,"['what', 'blast', 'radius', 'po', 'implosion']","[-1.3493997287005186, -46.46607954800129, -40.58759343624115, -0.6275121346116066]",1
539,"['oct', '15', '1', 'invest', '2', 'launch', '3', 'race', 'add', 'rescue', 'financier', 'slew', 'role', 'read']","[4.1740470584481955, -100.78105317056179, -96.45857030153275, -3.334326785057783]",2
540,"['voting', 'live', 'finalist', 'get', 'friend', 'family', 'vote', 'favorite', 'local', 'artist', 'win', 'performance', 'recess', 'rooftop', 'party', 'month', 'vote', 'here']","[-6.821296667680144, -180.4254205673933, -152.32641851902008, -9.52291589602828]",2
541,"['spoke', 'karen', 'gupta', 'silicon', 'value-based', 'co-founder', 'nexus', 'venture', 'partners', 'over-valuation', 'concern', 'software', 'market', 'challenge', 'building', 'say', 'software', 'service', 'company', 'fallout', 'rework', 'fail', 'po', 'vc', 'funding']","[-16.07219335436821, -281.22597716748714, -238.06823694705963, -14.034857593476772]",2
542,"['let', 'unpack', 'board', 'director', 'act', 'pressure', 'structure', 'governance', 'still', 'hot', 'mess', 'adam', 'pay', 'back', 'proceeds', 'make', 'thing', 'look', 'shady', 'less', '20', 'valuation', 'still', 'way', 'high']","[-0.3439608942717314, -229.74265132844448, -199.24516779184341, -11.157852701842785]",1
543,"['ceo', 'trouble', 'travis', 'actually', 'brilliant', 'character', 'flaw', 'lead', 'solid', 'company', 'neumann', 'part', 'problem', 'rework', 'scam', 'real', 'estate', 'co', 'masquerade', 'tech', 'still', 'terrible', 'culture', 'network', 'effect']","[-17.298894057050347, -256.3035500794649, -223.00260150432587, -12.527705997228622]",1
544,"['jet', 'black', 'rework', 'professional', 'go', 'brush', 'red', 'red', 'bull', 'sponsor', 'casual', 'adventurer', 'lime', 'green', 'monster', 'energy', 'sponsor', 'motocross', 'enthusiast']","[-9.699952313676476, -188.26172904670238, -167.89902198314667, -21.327124193310738]",2
545,"['will', 'trouble', 'end', 'gig', 'economy', 'watch', 'get', 'ahead', 'time', 'perfect', 'around', 'worldhttp', 'bit', 'ly', '2qnkpma']","[-3.162370190024376, -130.29095509648323, -119.10479497909546, -4.9518550634384155]",2
